"R0000100","R0618301","T4112300"
9480,45833,-5
9481,85445,-5
9482,4124,-5
9483,14249,66700
9484,10776,23000
9485,31610,-2
9486,9878,-1
9487,25326,-5
9488,59757,-5
9489,1846,-5
9490,59788,-5
9491,17252,-5
9492,35993,-5
9493,81696,-5
9494,12621,-5
9495,71196,-5
9496,61361,-5
9497,6541,-5
9498,5298,-5
9499,5590,-5
9500,5941,-5
9501,4375,-5
9502,59806,-5
9503,5727,38368
9504,61821,62000
9505,7853,-5
9506,5778,-5
9507,60158,-5
9508,26560,-5
9509,74837,-5
9510,26700,-5
9511,5716,-5
9512,23901,50000
9513,55819,-2
9514,31947,166000
9515,11683,-5
9516,6510,10764
9517,59335,26500
9518,22879,-5
9519,19191,-5
9520,-4,-5
9521,10318,70000
9522,7807,50000
9523,47332,33933
9524,10781,-5
9525,-5,-5
9526,88181,-5
9527,66899,-5
9528,100000,-5
9529,6581,14088
9530,27118,-5
9531,3651,-5
9532,9119,-1
9533,6515,-5
9534,21852,100000
9535,13889,-2
9536,11001,112000
9537,4809,6370
9538,5856,2700
9539,115,34000
9540,34599,26502
9541,30795,72016
9542,8456,21815
9543,76660,111460
9544,64141,-2
9545,27957,-5
9546,30069,-5
9547,16220,-5
9548,29033,146015
9549,45109,-5
9550,33099,-5
9551,40534,-5
9552,19746,37440
9553,12281,18408
9554,19242,12826
9555,27231,-5
9556,9120,2400
9557,12792,-1
9558,1216,0
9559,2371,-2
9560,35894,45000
9561,14054,9702
9562,94731,-5
9563,95064,-5
9564,99878,-5
9565,10588,104470
9566,52212,-5
9567,9449,12336
9568,36031,60000
9569,18582,14295
9570,27390,118000
9571,-4,-5
9572,54672,49000
9573,12503,7800
9574,26713,78600
9575,-4,32145
9576,89867,94000
9577,57073,-5
9578,47674,35000
9579,37621,155000
9580,54916,145000
9581,-4,-5
9582,76011,26732
9583,99821,-5
9584,82605,-5
9585,86277,-5
9586,76397,-5
9587,97407,-5
9588,98941,-5
9589,99626,-5
9590,94591,-5
9591,-5,-5
9592,63865,-5
9593,84387,-5
9594,61202,-5
9595,15051,-5
9596,85180,-5
9597,83919,-5
9598,6842,8000
9599,92075,-5
9600,6316,-5
9601,10717,-5
9602,4134,-5
9603,58754,-5
9604,37845,-5
9605,14241,-5
9606,38695,-5
9607,57216,1000
9608,78119,-5
9609,26484,31704
9610,78233,-5
9611,25187,-5
9612,16143,-5
9613,20368,-5
9614,12912,-5
9615,10693,-5
9616,37344,-5
9617,49541,-5
9618,15595,-5
9619,50971,61000
9620,-4,58660
9621,-4,42000
9622,67154,35210
9623,23289,-5
9624,62353,79000
9625,46610,-5
9626,26834,-5
9627,49875,-5
9628,192,26400
9629,27072,-5
9630,42592,-5
9631,74600,-5
9632,-5,-5
9633,31179,-5
9634,41184,10900
9635,88889,75020
9636,80002,104796
9637,20084,-2
9638,63977,172300
9639,7432,20400
9640,40346,161600
9641,54165,30056
9642,84300,-5
9643,24915,-2
9644,26249,39000
9645,-4,86000
9646,52329,84988
9647,37455,-5
9648,10812,8376
9649,20031,-5
9650,24989,-5
9651,57711,94000
9652,20597,-5
9653,37344,50250
9654,39218,-5
9655,16856,55000
9656,74174,-5
9657,40469,-5
9658,88692,-5
9659,6912,48000
9660,46917,247258
9661,51764,-2
9662,44158,62200
9663,43392,-5
9664,-5,-5
9665,28498,65000
9666,44676,-5
9667,100000,289000
9668,-4,-5
9669,53360,-5
9670,54835,-5
9671,18145,-5
9672,40244,185000
9673,20692,-1
9674,-4,138000
9675,38447,55000
9676,37327,53400
9677,42142,95000
9678,7334,-5
9679,45018,40000
9680,2388,28000
9681,2064,3720
9682,40253,29520
9683,24867,33000
9684,24094,16000
9685,1391,-2
9686,16753,28064
9687,5458,43000
9688,10182,-2
9689,11794,-5
9690,58941,-5
9691,82469,-5
9692,75609,-5
9693,79225,-5
9694,94377,-5
9695,98203,-5
9696,99812,-5
9697,89324,258000
9698,99451,-5
9699,98026,-5
9700,24236,-5
9701,88636,-5
9702,94293,-5
9703,86237,-5
9704,62764,-5
9705,-5,-5
9706,69978,-5
9707,35834,34740
9708,51035,145000
9709,88537,-5
9710,71211,-5
9711,19165,33135
9712,53944,-5
9713,91451,-5
9714,77453,-5
9715,76722,-5
9716,96990,-5
9717,85724,-5
9718,99900,-5
9719,50960,-5
9720,40289,-5
9721,37876,-5
9722,56443,-5
9723,100000,-5
9724,97520,-5
9725,80758,-5
9726,91265,-5
9727,96481,-5
9728,65692,-5
9729,69872,-5
9730,33717,-5
9731,4928,-5
9732,60915,-5
9733,40445,-5
9734,76908,-5
9735,84090,-5
9736,4262,-5
9737,97509,-5
9738,96139,-5
9739,99224,-5
9740,13723,-5
9741,92498,-5
9742,79759,-5
9743,89183,-5
9744,57183,-5
9745,79165,-5
9746,99950,-5
9747,84295,-5
9748,53401,-5
9749,62898,112000
9750,6338,-5
9751,47333,-5
9752,94798,-5
9753,15223,-5
9754,1755,8460
9755,13424,-5
9756,5111,9360
9757,5797,58000
9758,13246,-2
9759,18226,15980
9760,9714,65000
9761,57841,95000
9762,13382,-2
9763,38792,-5
9764,26672,-2
9765,21655,-5
9766,20838,-1
9767,7618,16000
9768,-4,0
9769,2824,-5
9770,9697,40000
9771,39598,-5
9772,71954,40200
9773,13651,-5
9774,51161,-5
9775,9252,0
9776,14556,109000
9777,87993,75612
9778,10418,70400
9779,19826,157000
9780,21132,-5
9781,39932,-5
9782,84977,-5
9783,91677,45760
9784,53239,54000
9785,32368,-5
9786,61822,105322
9787,-5,-5
9788,88767,497763
9789,61388,52000
9790,23728,68000
9791,67561,-5
9792,57965,-5
9793,68050,-5
9794,27208,-5
9795,32539,-5
9796,59808,-5
9797,56994,-5
9798,26337,-5
9799,49608,-5
9800,5390,-5
9801,-4,-5
9802,-4,-5
9803,32722,-5
9804,-5,-5
9805,9520,-5
9806,17228,-5
9807,16187,-5
9808,38963,-5
9809,13710,-1
9810,28998,31640
9811,11406,-2
9812,1936,42324
9813,14117,-5
9814,12916,53000
9815,9963,-2
9816,3570,23000
9817,13068,22715
9818,29593,-5
9819,-4,-5
9820,71877,92432
9821,30996,52000
9822,47067,83420
9823,30966,81000
9824,32201,75000
9825,24501,57000
9826,19474,10872
9827,4037,-5
9828,-4,10284
9829,74962,105000
9830,22026,57000
9831,31840,0
9832,30823,-5
9833,37812,-5
9834,4299,-5
9835,17429,64000
9836,12427,7983
9837,22757,73000
9838,51181,27000
9839,37277,55000
9840,34791,59280
9841,13160,0
9842,92097,-5
9843,11121,-2
9844,18736,100000
9845,1812,50380
9846,32788,-5
9847,41708,90000
9848,47780,40000
9849,16121,-2
9850,47186,-5
9851,5845,-5
9852,22537,9675
9853,3040,10200
9854,22882,30992
9855,76221,20400
9856,43825,-5
9857,-4,-5
9858,28937,34000
9859,23070,-5
9860,19008,25000
9861,26621,-5
9862,11473,32000
9863,62653,-1
9864,1906,-5
9865,16206,-5
9866,90349,-5
9867,21985,-5
9868,69680,52400
9869,-5,-2
9870,55051,14820
9871,48132,73700
9872,30417,80000
9873,76314,151000
9874,5625,27000
9875,6975,2400
9876,76760,187000
9877,8926,-1
9878,42243,-5
9879,43527,59400
9880,19165,-5
9881,20353,-5
9882,8516,-5
9883,60080,104035
9884,23341,28000
9885,15035,-5
9886,13593,70000
9887,24760,-5
9888,-4,66800
9889,91756,-5
9890,-4,116660
9891,-4,-5
9892,20660,8470
9893,44877,43440
9894,31604,-5
9895,23059,38520
9896,81673,78000
9897,91635,207000
9898,84588,-5
9899,34851,-5
9900,-5,-5
9901,39609,33824
9902,26934,23000
9903,19587,-5
9904,14091,-5
9905,54011,48000
9906,10778,23244
9907,3030,-5
9908,9893,-5
9909,1801,-5
9910,11255,-5
9911,10091,-5
9912,27438,-5
9913,15256,27000
9914,15882,30805
9915,0,7000
9916,-5,2400
9917,29857,-5
9918,0,-2
9919,2175,70720
9920,-5,-5
9921,86748,-5
9922,25589,85000
9923,12466,52000
9924,-5,-5
9925,18301,86000
9926,15736,-5
9927,33352,35000
9928,25137,63000
9929,34064,84800
9930,17932,-5
9931,-4,-5
9932,43963,-5
9933,70325,115000
9934,79847,125000
9935,82294,135000
9936,43419,54000
9937,-4,-2
9938,21903,11600
9939,31680,34400
9940,12467,24528
9941,6720,-2
9942,-4,-5
9943,19001,-5
9944,12667,-5
9945,5286,5700
9946,10051,50000
9947,3416,-5
9948,18376,-5
9949,4870,-5
9950,13843,-2
9951,15516,35000
9952,9581,140000
9953,3712,14448
9954,1379,-5
9955,1414,38000
9956,5978,-5
9957,6887,-5
9958,7652,-5
9959,33679,-5
9960,232,-5
9961,56887,-5
9962,47997,-5
9963,23628,-5
9964,11409,-5
9965,15376,-5
9966,0,17000
9967,5690,11040
9968,2648,32000
9969,52554,89000
9970,14742,3700
9971,49904,3560
9972,1536,-2
9973,368,-5
9974,3814,0
9975,15638,-5
9976,12842,29000
9977,1351,40000
9978,-4,-5
9979,51760,-5
9980,7561,29000
9981,21327,54000
9982,9160,49000
9983,50722,38000
9984,25957,-5
9985,12115,0
9986,24280,-1
9987,46041,95000
9988,29117,-2
9989,6152,-5
9990,25181,-5
9991,9671,-5
9992,30800,35800
9993,8554,-5
9994,-5,-5
9995,58481,63000
9996,101,0
9997,7562,-5
9998,2047,50000
9999,74781,-5
10000,15393,-5
10001,71665,36244
10002,48623,79200
10003,19006,-5
10004,52693,85000
10005,-5,75000
10006,41658,143300
10007,28858,52000
10008,89517,-2
10009,53889,150030
10010,80224,142309
10011,49901,-5
10012,29972,-5
10013,10039,-5
10014,63480,-5
10015,27772,-5
10016,-4,-5
10017,61905,-5
10018,93258,-5
10019,46112,-5
10020,12577,-5
10021,31293,-5
10022,4786,-5
10023,-4,-5
10024,20539,52272
10025,882,-5
10026,5794,25200
10027,1431,-2
10028,21743,62000
10029,6106,50000
10030,11488,0
10031,1348,56000
10032,11357,2900
10033,7804,-5
10034,5179,-5
10035,34697,-5
10036,4693,5000
10037,4679,8000
10038,44247,-2
10039,74603,-5
10040,36000,64400
10041,18354,-5
10042,16666,-5
10043,-4,-5
10044,19996,-5
10045,26804,-5
10046,15560,-5
10047,30329,-2
10048,1837,40580
10049,5787,72696
10050,7543,-2
10051,23525,77670
10052,42769,67000
10053,42848,110002
10054,37273,90000
10055,33659,-5
10056,35551,80000
10057,54802,-5
10058,29832,-1
10059,45101,-5
10060,29617,-5
10061,10545,15600
10062,12257,26280
10063,79490,-5
10064,47137,-5
10065,66057,-5
10066,-5,-5
10067,42792,77000
10068,60209,25384
10069,29281,17700
10070,65368,81000
10071,107,16800
10072,3417,26000
10073,1730,18740
10074,1917,-5
10075,2515,4800
10076,19102,0
10077,40422,42000
10078,30710,-2
10079,41803,34700
10080,26352,-5
10081,21756,-5
10082,10284,39000
10083,11403,-5
10084,17774,-5
10085,6732,-2
10086,31602,-5
10087,23684,-5
10088,26208,-5
10089,2903,-5
10090,82509,-5
10091,55680,-5
10092,17234,-5
10093,17336,-5
10094,40377,-5
10095,1677,-5
10096,94507,-5
10097,4531,-5
10098,5090,-5
10099,4711,-5
10100,8019,-5
10101,43142,-5
10102,15005,-5
10103,13740,-5
10104,6926,-5
10105,61732,-5
10106,12002,-5
10107,14593,-5
10108,11884,-5
10109,33208,-5
10110,-4,-5
10111,3902,0
10112,22994,23700
10113,12247,10800
10114,46772,120200
10115,7381,13848
10116,6435,-1
10117,19601,-5
10118,9238,-5
10119,26558,-5
10120,57366,-5
10121,57435,-5
10122,33825,-5
10123,86975,104000
10124,10151,8844
10125,2632,25000
10126,32574,35000
10127,27864,19768
10128,6657,45000
10129,5437,74000
10130,12052,-1
10131,27121,-5
10132,47612,57000
10133,3524,40600
10134,40422,-5
10135,11789,6089
10136,7141,-5
10137,14767,36000
10138,9338,43000
10139,25742,92000
10140,53854,-5
10141,9029,-5
10142,10928,-5
10143,1483,-5
10144,44101,-5
10145,44359,-5
10146,35334,-5
10147,84014,-5
10148,-5,-5
10149,38129,-5
10150,1664,-5
10151,3364,15000
10152,16451,42888
10153,74063,107935
10154,10508,89000
10155,19802,-2
10156,23170,44708
10157,4429,-1
10158,25815,130000
10159,29169,-5
10160,3052,44230
10161,76273,114000
10162,45526,5811
10163,8920,4560
10164,11622,61200
10165,4472,25568
10166,66477,108000
10167,33848,58400
10168,6406,-5
10169,25274,5200
10170,37627,19080
10171,76750,28000
10172,6880,41120
10173,35334,-5
10174,2805,-2
10175,20692,108000
10176,48159,52000
10177,35062,-5
10178,5075,0
10179,3567,2400
10180,2116,-2
10181,16622,13790
10182,18709,57995
10183,43819,72000
10184,2341,0
10185,28545,497763
10186,77168,14000
10187,10379,28000
10188,10139,-5
10189,23413,-5
10190,16314,65000
10191,5296,1500
10192,5346,-5
10193,15220,-5
10194,21485,-5
10195,68705,-2
10196,65468,-2
10197,4750,-5
10198,14797,-1
10199,3424,-2
10200,2884,15000
10201,4087,5712
10202,30907,-5
10203,20675,13999
10204,22003,0
10205,1341,-5
10206,62657,-5
10207,50346,-5
10208,48213,-5
10209,30993,-5
10210,57734,-5
10211,51742,9684
10212,18142,-5
10213,33250,-5
10214,21816,-5
10215,47718,-5
10216,74886,-5
10217,5147,-5
10218,56962,-5
10219,64176,-5
10220,7212,-5
10221,58832,-5
10222,57209,-5
10223,-4,-5
10224,23407,-5
10225,36809,-5
10226,82607,-2
10227,12931,-5
10228,20772,-5
10229,28906,34628
10230,50066,-5
10231,19978,-5
10232,62977,115886
10233,35132,-5
10234,35418,32400
10235,85500,-5
10236,1048,15600
10237,18070,62100
10238,13672,56000
10239,-4,-5
10240,47230,-5
10241,40828,-5
10242,39183,-5
10243,48040,-5
10244,-4,-5
10245,-4,-5
10246,74645,-5
10247,499,-5
10248,4316,-5
10249,8933,-5
10250,8092,-5
10251,60884,-5
10252,62615,-5
10253,9169,-5
10254,61991,-5
10255,31721,-5
10256,32175,-5
10257,5324,-5
10258,1035,-5
10259,7297,-1
10260,31899,-5
10261,69047,-5
10262,11827,-5
10263,93436,-5
10264,83325,-5
10265,86129,-5
10266,77160,-5
10267,60315,-5
10268,38221,-5
10269,81557,-5
10270,88398,-5
10271,81595,-5
10272,63850,-5
10273,61360,-5
10274,86897,-5
10275,67073,-5
10276,70807,-5
10277,74523,-5
10278,22497,-5
10279,69450,-5
10280,97097,-5
10281,75214,-5
10282,66173,-5
10283,27257,-5
10284,-4,-5
10285,-4,-5
10286,9213,-5
10287,-4,-5
10288,-5,-5
10289,-4,-5
10290,6052,-5
10291,42644,-5
10292,29031,-5
10293,44137,-5
10294,14497,-5
10295,33397,-5
10296,41729,-5
10297,73916,-5
10298,34850,-5
10299,25532,-5
10300,51524,-5
10301,14884,-5
10302,22599,-5
10303,5871,31000
10304,54153,86000
10305,79191,-5
10306,62705,67466
10307,52482,92600
10308,42882,84300
10309,77202,-5
10310,31559,82160
10311,28229,39000
10312,49359,136000
10313,33103,75000
10314,6229,18780
10315,12615,66500
10316,7570,-5
10317,15965,-5
10318,8416,7000
10319,8304,2400
10320,80830,-5
10321,4696,40000
10322,-5,-5
10323,9822,-5
10324,4183,-2
10325,-5,-5
10326,22148,-5
10327,5596,35000
10328,4676,48490
10329,30231,155998
10330,5476,-2
10331,2743,-2
10332,10649,20544
10333,9288,400
10334,10970,6108
10335,14024,35572
10336,31376,90000
10337,12099,8400
10338,10512,-2
10339,50933,88000
10340,11170,37000
10341,74122,-1
10342,82602,-5
10343,51271,-5
10344,49226,-5
10345,58815,-5
10346,30410,-5
10347,4468,-5
10348,10893,-5
10349,8432,-5
10350,-5,-5
10351,16081,-5
10352,52894,-5
10353,36475,-5
10354,69539,-5
10355,1270,-5
10356,29925,-5
10357,43750,-5
10358,6140,-5
10359,-5,58000
10360,-4,-2
10361,1391,-5
10362,52797,61000
10363,67553,95100
10364,93992,-5
10365,92996,-5
10366,64332,-5
10367,87970,-5
10368,92803,105000
10369,11075,201000
10370,4486,100240
10371,10146,15432
10372,-5,-5
10373,-5,-5
10374,5328,12000
10375,-4,-1
10376,-4,60000
10377,14722,56000
10378,65633,32000
10379,49633,-1
10380,41624,-5
10381,63687,-1
10382,68393,147000
10383,3107,11028
10384,11242,-2
10385,50907,-5
10386,10158,-5
10387,-5,-5
10388,24195,-5
10389,12541,50600
10390,29281,0
10391,5355,13000
10392,18049,49100
10393,51750,-5
10394,71896,-5
10395,-4,-5
10396,52144,-5
10397,-5,-5
10398,51112,-5
10399,44202,-5
10400,68372,-5
10401,51646,-5
10402,83972,-5
10403,63451,-5
10404,32191,-5
10405,67766,-5
10406,97484,-5
10407,94197,-5
10408,32588,-5
10409,32584,-5
10410,-4,57900
10411,19101,-5
10412,7959,17604
10413,71953,-5
10414,17669,-5
10415,-4,-5
10416,86941,-5
10417,8483,-5
10418,1942,-5
10419,19386,-5
10420,21838,-5
10421,19289,-1
10422,13629,10548
10423,6224,-5
10424,7014,26976
10425,9870,40000
10426,55495,132000
10427,31312,21421
10428,27501,-2
10429,9967,-5
10430,5749,10788
10431,1486,64000
10432,2220,-2
10433,8928,10542
10434,4576,18800
10435,30904,5000
10436,16324,140400
10437,28964,-5
10438,40759,-2
10439,21434,-2
10440,77832,-5
10441,79039,-5
10442,68056,-5
10443,24891,68000
10444,38031,95270
10445,-5,26000
10446,2266,-5
10447,5273,-5
10448,68948,8488
10449,72387,115200
10450,33325,70000
10451,-4,42000
10452,18321,5152
10453,6221,-2
10454,47884,100000
10455,7111,40000
10456,69889,-5
10457,77644,-5
10458,88388,-5
10459,70160,-5
10460,20197,-5
10461,52012,-5
10462,66888,-5
10463,82575,-5
10464,-4,-5
10465,18199,-5
10466,33495,-5
10467,46640,-5
10468,27206,24000
10469,-4,53004
10470,52688,10000
10471,38924,22396
10472,29277,80000
10473,-5,-5
10474,56005,-5
10475,36683,-5
10476,20320,-5
10477,40135,-5
10478,38235,-2
10479,16082,53000
10480,37643,-5
10481,58159,75000
10482,2577,-5
10483,16290,-5
10484,42955,-5
10485,14477,-5
10486,69604,-5
10487,8677,35000
10488,38215,-5
10489,25688,49000
10490,32135,-5
10491,4527,7560
10492,36563,58164
10493,7004,31000
10494,10388,-5
10495,92362,-5
10496,28080,-5
10497,25518,-5
10498,64501,-5
10499,53222,60000
10500,15527,-2
10501,54073,212836
10502,6692,-5
10503,25857,105000
10504,17543,115000
10505,-4,70000
10506,3304,27348
10507,34286,99000
10508,72025,-5
10509,43998,36476
10510,-4,-5
10511,-4,-5
10512,33003,43000
10513,37028,-5
10514,17268,63020
10515,47684,-5
10516,28649,35000
10517,25247,-5
10518,23242,-5
10519,-4,38000
10520,2977,-2
10521,2839,-5
10522,115,24500
10523,7700,40648
10524,3412,-5
10525,24758,-5
10526,7256,60000
10527,23051,-2
10528,46916,12192
10529,77625,62000
10530,1487,-5
10531,7114,90000
10532,5754,-2
10533,36227,-5
10534,40831,-5
10535,70251,75000
10536,48355,25060
10537,47391,38000
10538,3946,5082
10539,78061,-5
10540,47924,-2
10541,48438,-2
10542,23044,30000
10543,31137,49000
10544,17122,-2
10545,7226,-5
10546,7877,17904
10547,12629,35000
10548,25708,45000
10549,46810,850
10550,9123,115000
10551,10002,-5
10552,11899,11140
10553,39316,117370
10554,30379,118267
10555,4304,-5
10556,3201,-5
10557,11816,-5
10558,26739,-5
10559,17029,-5
10560,45871,-5
10561,76257,167000
10562,33538,-5
10563,77698,-5
10564,41948,-5
10565,18213,30000
10566,1276,34000
10567,3868,0
10568,6675,-5
10569,10328,-5
10570,815,-5
10571,2122,-5
10572,26657,-5
10573,1170,0
10574,0,-5
10575,4705,-5
10576,29225,-5
10577,30695,-5
10578,44975,-5
10579,12822,21000
10580,46228,20000
10581,21423,65000
10582,51145,19109
10583,3358,-5
10584,37532,-2
10585,46108,-5
10586,11326,-2
10587,3068,-5
10588,44054,-5
10589,28511,-5
10590,19376,18000
10591,-5,-5
10592,18714,-5
10593,51982,-5
10594,33099,-5
10595,-5,-5
10596,-4,-5
10597,99199,-5
10598,-4,-5
10599,86488,-5
10600,12273,35512
10601,28543,-5
10602,3779,-5
10603,12354,-5
10604,90153,-5
10605,25729,-5
10606,10124,22000
10607,54893,-5
10608,-4,-5
10609,57142,-5
10610,61866,-5
10611,4429,-5
10612,79145,-5
10613,77197,-5
10614,97989,-5
10615,9493,-5
10616,33270,-5
10617,68905,-5
10618,55964,-5
10619,26552,-5
10620,33762,-5
10621,35210,-5
10622,66495,-5
10623,89903,-5
10624,76036,-5
10625,77106,-5
10626,78133,-5
10627,44731,-5
10628,27671,-5
10629,41236,-5
10630,17215,-5
10631,39485,-5
10632,42630,-5
10633,98853,-5
10634,14627,16948
10635,52225,-5
10636,56568,-5
10637,-5,-5
10638,24515,-5
10639,44725,-5
10640,39545,-5
10641,54958,-5
10642,77310,-5
10643,93775,-5
10644,-5,-5
10645,66010,-5
10646,84148,-5
10647,86547,-5
10648,69448,-5
10649,36671,-5
10650,-4,-5
10651,87628,-5
10652,68026,-5
10653,47068,-5
10654,83822,-5
10655,15519,-5
10656,60413,-5
10657,-4,-5
10658,46902,-5
10659,46265,-5
10660,48048,-5
10661,20039,52000
10662,22235,0
10663,50897,-5
10664,28329,122100
10665,20910,-5
10666,23168,27106
10667,28454,-5
10668,4212,-5
10669,-4,-5
10670,20173,-5
10671,19924,-5
10672,30100,-5
10673,29939,-5
10674,67961,-5
10675,-5,-5
10676,15517,-5
10677,34574,-5
10678,87673,-5
10679,50483,-5
10680,2043,-5
10681,61009,-5
10682,51301,-5
10683,49113,-5
10684,86393,-5
10685,47478,-5
10686,57062,-5
10687,44123,-5
10688,47397,-5
10689,72537,-5
10690,21583,-5
10691,66954,-5
10692,76978,-5
10693,70478,-5
10694,35710,-5
10695,75215,-5
10696,46327,-5
10697,39290,-5
10698,23280,-5
10699,17481,-5
10700,56119,-5
10701,86334,-5
10702,-4,-5
10703,26944,-5
10704,10517,0
10705,39389,-5
10706,49726,149312
10707,30584,-2
10708,26547,-5
10709,28178,-5
10710,12826,-5
10711,60808,-5
10712,16706,-5
10713,-4,-5
10714,50085,-5
10715,46167,-5
10716,28920,-5
10717,82525,-5
10718,20762,6935
10719,-4,-5
10720,43996,-5
10721,79396,-5
10722,4176,32000
10723,-4,-5
10724,84554,-5
10725,20073,64320
10726,12131,-5
10727,-5,60000
10728,69607,-2
10729,18816,-5
10730,26698,-5
10731,78903,-5
10732,60171,-5
10733,18294,-5
10734,-4,-5
10735,36938,-5
10736,27936,-5
10737,31961,-5
10738,58926,-5
10739,39173,-5
10740,6705,-1
10741,-4,-5
10742,13356,203000
10743,43903,-5
10744,75562,-5
10745,71115,-2
10746,80353,-5
10747,63374,-5
10748,60761,-5
10749,-4,-5
10750,57114,-5
10751,40192,-5
10752,55606,161025
10753,44779,-5
10754,43032,104000
10755,32036,-5
10756,83156,-5
10757,83378,79200
10758,85321,-5
10759,-5,-5
10760,11743,-5
10761,66200,-5
10762,31611,-5
10763,61772,-5
10764,58548,-5
10765,25102,176000
10766,58441,-5
10767,35528,59000
10768,54084,-5
10769,37227,37600
10770,52787,-5
10771,66049,-5
10772,20001,-5
10773,12214,-5
10774,85026,-5
10775,82429,0
10776,77059,-5
10777,90050,-5
10778,66973,-5
10779,66897,-5
10780,41598,-5
10781,40282,106344
10782,-4,-5
10783,76922,118000
10784,-5,-5
10785,-5,-5
10786,30334,-5
10787,33796,-5
10788,33530,-5
10789,48191,16340
10790,70113,108500
10791,-4,-5
10792,53903,-5
10793,71889,-5
10794,33162,-5
10795,20865,-5
10796,13053,-5
10797,30841,-5
10798,37092,-5
10799,16028,19800
10800,44628,-5
10801,47288,-5
10802,39520,-5
10803,-4,-5
10804,58085,32000
10805,14716,-5
10806,11486,-5
10807,-4,-5
10808,70166,-5
10809,27163,-5
10810,9233,-5
10811,72385,74158
10812,35314,-5
10813,27233,-5
10814,16428,-5
10815,-4,-5
10816,30220,-5
10817,29277,-5
10818,78419,-1
10819,28578,38296
10820,27282,-5
10821,35818,-5
10822,31724,-5
10823,40582,-5
10824,87233,-5
10825,-4,-5
10826,26656,-5
10827,-5,2420
10828,62756,-5
10829,57075,-5
10830,96949,-5
10831,8961,-5
10832,51816,-5
10833,75331,-5
10834,43116,-5
10835,37404,-5
10836,50568,-5
10837,94230,-5
10838,71450,-5
10839,49813,-5
10840,70372,-5
10841,26451,42000
10842,14302,-5
10843,48237,-5
10844,20076,128600
10845,44762,-5
10846,26478,-5
10847,12506,-5
10848,20721,-5
10849,26024,-5
10850,78186,-5
10851,-5,-5
10852,12210,-5
10853,5233,-5
10854,10642,20000
10855,7888,40000
10856,28509,-5
10857,18061,-5
10858,35241,-5
10859,40394,-5
10860,31831,-5
10861,4976,-5
10862,31478,-5
10863,35765,-5
10864,-5,-5
10865,33110,-5
10866,7419,-5
10867,21440,-5
10868,50447,-5
10869,5249,-5
10870,55747,-5
10871,-4,-5
10872,65529,-5
10873,33168,-5
10874,60108,-5
10875,36699,-5
10876,17919,-5
10877,39737,-5
10878,14709,-5
10879,32839,-5
10880,52113,-5
10881,90877,-5
10882,50756,31240
10883,20426,2280
10884,62334,-5
10885,43787,-5
10886,92595,-5
10887,55903,-5
10888,80672,-5
10889,46847,-5
10890,91641,-5
10891,53298,35557
10892,78949,-5
10893,25470,60200
10894,47506,110000
10895,21232,-5
10896,25902,-5
10897,-5,-5
10898,18286,-5
10899,-4,-5
10900,30780,-5
10901,28733,-5
10902,49611,-5
10903,44867,-5
10904,61944,-5
10905,-4,-5
10906,62814,-5
10907,24368,-5
10908,4708,46400
10909,38854,-5
10910,-4,-5
10911,10723,0
10912,-4,-5
10913,50012,-5
10914,47520,-5
10915,37755,-5
10916,87026,-5
10917,63883,-5
10918,47801,-5
10919,64716,-5
10920,49961,-5
10921,12601,-5
10922,44035,-5
10923,53958,-5
10924,85278,-5
10925,21047,-5
10926,76911,-5
10927,89276,-5
10928,62632,-5
10929,60164,-5
10930,89914,-5
10931,62556,-5
10932,47765,-5
10933,26518,-5
10934,51619,-5
10935,51255,-5
10936,61637,-5
10937,52225,-5
10938,30934,-5
10939,67723,-5
10940,34955,-5
10941,8855,-5
10942,86030,-5
10943,32603,7200
10944,63937,-5
10945,50287,71000
10946,73340,-5
10947,-4,-5
10948,47909,-5
10949,85643,-5
10950,46781,-5
10951,11339,-5
10952,47315,-5
10953,-5,-5
10954,-4,-5
10955,43783,-5
10956,26560,-5
10957,96042,-5
10958,32524,-5
10959,60173,-5
10960,74370,-5
10961,-5,-5
10962,-4,-5
10963,15819,0
10964,64334,-5
10965,31792,-5
10966,51548,-5
10967,6722,13800
10968,31499,-5
10969,26311,81000
10970,52075,-5
10971,57278,-5
10972,15147,-5
10973,71254,-5
10974,24006,-5
10975,58802,-5
10976,-4,-5
10977,80524,-5
10978,51822,-5
10979,-4,-5
10980,12757,22032
10981,83098,-5
10982,-5,-5
10983,11427,-5
10984,13877,-5
10985,37523,-5
10986,86605,-5
10987,91587,-5
10988,47103,-5
10989,23495,-5
10990,29607,-5
10991,26252,-5
10992,78195,-5
10993,21297,-5
10994,29850,-5
10995,23664,-5
10996,19881,-5
10997,44453,-5
10998,43460,-5
10999,62725,-5
11000,73974,-5
11001,7595,70000
11002,54413,30555
11003,76706,-5
11004,58940,-5
11005,10926,-5
11006,17605,-5
11007,-4,89200
11008,46199,-5
11009,68160,-5
11010,49696,-5
11011,8687,-5
11012,6803,-5
11013,51214,-5
11014,69051,12108
11015,58979,230000
11016,70964,-5
11017,27750,-5
11018,41853,30010
11019,13929,52000
11020,43795,-5
11021,19180,-5
11022,-5,-5
11023,28058,-5
11024,-4,-5
11025,22958,-5
11026,56430,-5
11027,37578,-5
11028,77392,-5
11029,78903,-5
11030,20420,-5
11031,68762,-5
11032,93600,-5
11033,85352,-5
11034,69361,-5
11035,52704,-5
11036,69947,-5
